'098d61f3,Florian Lance,Wed, 26 Jul 2023 11:28:54 +0200,up,'
 149 files changed, 1570 insertions(+), 433271 deletions(-)

'986262a3,Florian Lance,Tue, 11 Jul 2023 18:19:08 +0200,K4Manager refactoring,'
 87 files changed, 3861 insertions(+), 2261 deletions(-)

'e7dbc9fa,Florian Lance,Tue, 4 Jul 2023 18:05:22 +0200,Model view controller refactoring k4 grabber,'
 39 files changed, 553 insertions(+), 607 deletions(-)

'db236fd1,Florian Lance,Mon, 3 Jul 2023 18:03:23 +0200,Refactor tests,'
 68 files changed, 2152 insertions(+), 1238 deletions(-)

'01731b87,Florian Lance,Wed, 21 Jun 2023 17:37:17 +0200,k4 compression refactoring,'
 25 files changed, 814 insertions(+), 736 deletions(-)

'4fc55d1a,Florian Lance,Mon, 19 Jun 2023 17:03:51 +0200,k4player,'
 29 files changed, 1067 insertions(+), 335 deletions(-)

'f4c34801,Florian Lance,Wed, 31 May 2023 18:28:57 +0200,K4SM MVC,'
 91 files changed, 2239 insertions(+), 960 deletions(-)

'c8fe4662,Florian Lance,Thu, 4 May 2023 09:30:52 +0200,Rework k4 settings and cloud data,'
 190 files changed, 7231 insertions(+), 5522 deletions(-)

'ec3f8fe6,Florian Lance,Wed, 12 Apr 2023 18:32:25 +0200,Add K4Bodies detection,'
 65 files changed, 1465 insertions(+), 492 deletions(-)

'3c7ccd36,Florian Lance,Mon, 3 Apr 2023 18:06:20 +0200,Recorder refactoring,'
 88 files changed, 2645 insertions(+), 3054 deletions(-)

'05af0647,Florian Lance,Tue, 28 Mar 2023 22:53:19 +0200,Fix calibration seed,'
 7 files changed, 126 insertions(+), 71 deletions(-)

'a1bfb36a,Florian Lance,Thu, 23 Mar 2023 17:20:58 +0100,Calibration / Colors / K4,'
 31 files changed, 140 insertions(+), 105 deletions(-)

'3abf7395,Florian Lance,Tue, 21 Mar 2023 16:07:28 +0100,Delay for k4device,'
 63 files changed, 896 insertions(+), 761 deletions(-)

'ad848d94,Florian Lance,Mon, 20 Mar 2023 20:41:17 +0100,Delay for K4 frames,'
 52 files changed, 630 insertions(+), 327 deletions(-)

'6f1cca5b,Florian Lance,Thu, 16 Mar 2023 17:29:49 +0100,Calib ui drawers refactoring,'
 52 files changed, 2002 insertions(+), 1464 deletions(-)

'3b9a67e0,Florian Lance,Tue, 14 Mar 2023 18:16:57 +0100,Shaders reloading,'
 48 files changed, 637 insertions(+), 450 deletions(-)

'24468a00,Florian Lance,Mon, 13 Mar 2023 18:11:05 +0100,End geo::mat refactoring,'
 95 files changed, 1228 insertions(+), 1053 deletions(-)

'484cdf22,Florian Lance,Thu, 9 Mar 2023 23:35:38 +0100,geometry refactoring,'
 91 files changed, 3523 insertions(+), 3313 deletions(-)

'43a230b0,Florian Lance,Tue, 28 Feb 2023 23:08:05 +0100,Move header only libs / fix color control settings for k4device / Replace std::unordered_map,'
 179 files changed, 134053 insertions(+), 778 deletions(-)

'2004f99a,Florian Lance,Sun, 29 Jan 2023 23:23:38 +0100,Clean LFS,'
 141 files changed, 432626 insertions(+)

'9d912cc0,Florian Lance,Sun, 29 Jan 2023 23:20:44 +0100,Clean LFS,'
 397 files changed, 436542 deletions(-)

'69673cda,Florian Lance,Sun, 29 Jan 2023 23:04:44 +0100,Changes for compiling with Qt5.15 and Qt6.4 / remove lfs,'
 73 files changed, 1670 insertions(+), 1530 deletions(-)

'64f8968c,Florian Lance,Thu, 5 Jan 2023 22:33:24 +0100,Update .gitignore,'
 1 file changed, 13 insertions(+), 2 deletions(-)

'015b0b4d,Florian Lance,Thu, 5 Jan 2023 22:32:42 +0100,Add build sub directories,'
 563 files changed, 441093 insertions(+), 2 deletions(-)

'12dccc19,Florian Lance,Thu, 5 Jan 2023 22:22:12 +0100,Add k4grabber / k4manager / guardian / scaner-manager / scaner-grabber projects,'
 122 files changed, 37854 insertions(+), 26 deletions(-)

'5d32e73e,Florian Lance,Tue, 22 Nov 2022 13:24:41 +0100,Update k4_device.cpp,'
 1 file changed, 16 insertions(+), 16 deletions(-)

'19d6a1c8,Florian Lance,Tue, 22 Nov 2022 10:40:43 +0100,Cloud center,'
 3 files changed, 22 insertions(+), 28 deletions(-)

